Projekt-Nummer: 20250999
Projektname: Musterstraﬂe
Versuchs-Nummer: CPTU 1
Kundenname: -
Ort: Musterhausen
Datum: 29.03.2025
Konus-Nummer: xxxxxx.Sxxxxx
Gel‰ndekante: 0,00
Wasserspiegel: 0,00
Vorbohrwerte: 0,00
E Coordinate: 0,000
N Coordinate: 0,000

Tiefe     qc        fs        u2        I         Rf        qt        ic        Su_min    Su_max    soilfr    soilbq    soilavg   IFA       
          [MPa]     [MPa]     [MPa]     [∞]       [%]       [MPa]               [kPa]     [kPa]                                   [∞]       

2,01      3,99      0,079     0,302     1,4       2,18      4,050     1,83      UNDEF     UNDEF     6,0       7,0       7,0       45,080    
2,02      4,01      0,079     0,302     1,4       2,23      4,074     1,83      UNDEF     UNDEF     6,0       7,0       7,0       45,080    
2,03      4,00      0,079     0,301     1,4       2,28      4,062     1,83      UNDEF     UNDEF     6,0       7,0       7,0       45,040    
2,04      3,93      0,079     0,288     1,4       2,34      3,989     1,85      UNDEF     UNDEF     6,0       7,0       7,0       44,930    
2,05      3,80      0,077     0,261     1,3       2,35      3,848     1,86      UNDEF     UNDEF     6,0       7,0       7,0       44,740    
2,06      3,44      0,074     0,222     1,4       2,32      3,483     1,91      UNDEF     UNDEF     6,0       7,0       7,0       44,250    
2,07      3,21      0,072     0,212     1,4       2,33      3,248     1,94      UNDEF     UNDEF     6,0       6,0       6,0       43,890    
2,08      3,01      0,069     0,201     1,4       2,32      3,048     1,97      UNDEF     UNDEF     6,0       6,0       6,0       43,550    
2,09      2,81      0,069     0,194     1,4       2,39      2,852     2,01      UNDEF     UNDEF     5,0       6,0       6,0       43,200    
2,10      2,57      0,065     0,186     1,4       2,35      2,610     2,05      UNDEF     UNDEF     5,0       6,0       6,0       42,730    
2,11      2,39      0,065     0,181     1,3       2,44      2,430     2,09      UNDEF     UNDEF     5,0       6,0       6,0       42,350    
2,12      2,22      0,060     0,176     1,4       2,37      2,254     2,11      UNDEF     UNDEF     5,0       6,0       6,0       41,940    
2,13      2,05      0,055     0,172     1,4       2,28      2,083     2,13      UNDEF     UNDEF     5,0       6,0       6,0       41,500    
2,14      1,90      0,051     0,168     1,4       2,21      1,935     2,16      UNDEF     UNDEF     5,0       6,0       6,0       41,080    
2,15      1,89      0,047     0,168     1,5       2,13      1,919     2,14      UNDEF     UNDEF     5,0       6,0       6,0       41,010    
2,16      1,87      0,043     0,167     1,4       2,02      1,899     2,11      UNDEF     UNDEF     5,0       6,0       6,0       40,920    
2,17      1,85      0,041     0,167     1,4       1,99      1,880     2,11      UNDEF     UNDEF     5,0       6,0       6,0       40,840    
2,18      1,83      0,040     0,166     1,4       2,02      1,860     2,11      UNDEF     UNDEF     5,0       6,0       6,0       40,750    
2,19      1,81      0,039     0,166     1,4       2,03      1,845     2,11      UNDEF     UNDEF     5,0       6,0       6,0       40,680    
2,20      1,81      0,037     0,166     1,4       1,96      1,843     2,09      UNDEF     UNDEF     5,0       6,0       6,0       40,640    
2,21      1,81      0,037     0,166     1,4       1,97      1,841     2,09      UNDEF     UNDEF     5,0       6,0       6,0       40,600    
2,22      1,81      0,036     0,166     1,3       1,99      1,845     2,09      UNDEF     UNDEF     5,0       6,0       6,0       40,580    
2,23      1,80      0,036     0,166     1,4       1,99      1,833     2,10      UNDEF     UNDEF     5,0       6,0       6,0       40,510    
2,24      1,79      0,036     0,166     1,4       2,00      1,827     2,10      UNDEF     UNDEF     5,0       6,0       6,0       40,470    
2,25      1,79      0,036     0,166     1,4       2,00      1,827     2,10      UNDEF     UNDEF     5,0       6,0       6,0       40,430    
2,26      1,79      0,036     0,166     1,4       2,00      1,827     2,11      UNDEF     UNDEF     5,0       6,0       6,0       40,410    
2,27      1,79      0,037     0,166     1,4       2,01      1,827     2,11      UNDEF     UNDEF     5,0       6,0       6,0       40,380    
2,28      1,79      0,037     0,166     1,4       2,03      1,827     2,11      UNDEF     UNDEF     5,0       6,0       6,0       40,350    
2,29      1,80      0,039     0,166     1,4       2,12      1,831     2,13      UNDEF     UNDEF     5,0       6,0       6,0       40,330    
2,30      1,82      0,040     0,167     1,4       2,16      1,849     2,13      UNDEF     UNDEF     5,0       6,0       6,0       40,360    
2,31      1,83      0,041     0,168     1,4       2,23      1,869     2,14      UNDEF     UNDEF     5,0       6,0       6,0       40,390    
2,32      1,90      0,041     0,169     1,3       2,25      1,935     2,12      UNDEF     UNDEF     5,0       6,0       6,0       40,550    
2,33      1,87      0,042     0,168     1,3       2,29      1,907     2,14      UNDEF     UNDEF     5,0       6,0       6,0       40,440    
2,34      1,87      0,045     0,168     1,4       2,42      1,899     2,16      UNDEF     UNDEF     5,0       6,0       6,0       40,390    
2,35      1,87      0,047     0,168     1,4       2,49      1,899     2,17      UNDEF     UNDEF     5,0       6,0       6,0       40,360    
2,36      1,87      0,050     0,168     1,4       2,65      1,899     2,20      UNDEF     UNDEF     5,0       6,0       6,0       40,340    
2,37      1,87      0,051     0,168     1,3       2,65      1,899     2,20      UNDEF     UNDEF     5,0       6,0       6,0       40,310    
2,38      1,87      0,058     0,169     1,4       2,94      1,900     2,25      UNDEF     UNDEF     5,0       6,0       6,0       40,290    
2,39      1,88      0,060     0,169     1,4       2,98      1,913     2,26      UNDEF     UNDEF     5,0       6,0       6,0       40,300    
2,40      1,93      0,060     0,171     1,4       2,91      1,966     2,24      UNDEF     UNDEF     5,0       6,0       6,0       40,420    
2,41      1,90      0,063     0,172     1,4       2,97      1,939     2,27      UNDEF     UNDEF     5,0       6,0       6,0       40,320    
2,42      1,93      0,069     0,173     1,3       3,17      1,963     2,29      UNDEF     UNDEF     5,0       6,0       6,0       40,350    
2,43      1,96      0,070     0,174     1,3       3,16      1,990     2,29      UNDEF     UNDEF     5,0       6,0       6,0       40,400    
2,44      1,97      0,071     0,175     1,3       3,11      2,010     2,29      UNDEF     UNDEF     5,0       6,0       6,0       40,420    
2,45      2,00      0,071     0,176     1,4       3,06      2,037     2,28      UNDEF     UNDEF     5,0       6,0       6,0       40,460    
2,46      2,48      0,072     0,194     1,4       3,03      2,522     2,16      UNDEF     UNDEF     5,0       6,0       6,0       41,560    
2,47      2,58      0,072     0,201     1,4       2,98      2,617     2,13      UNDEF     UNDEF     5,0       6,0       6,0       41,730    
2,48      2,72      0,072     0,208     1,3       2,97      2,762     2,10      UNDEF     UNDEF     5,0       6,0       6,0       41,980    
2,49      2,77      0,072     0,211     1,4       2,97      2,813     2,09      UNDEF     UNDEF     5,0       6,0       6,0       42,050    
2,50      2,83      0,072     0,213     1,4       2,97      2,868     2,08      UNDEF     UNDEF     5,0       6,0       6,0       42,120    
2,51      2,91      0,071     0,213     1,4       2,97      2,957     2,06      UNDEF     UNDEF     5,0       6,0       6,0       42,250    
2,52      2,89      0,064     0,211     1,5       2,66      2,937     2,03      UNDEF     UNDEF     5,0       6,0       6,0       42,200    
2,53      2,86      0,063     0,206     1,5       2,63      2,904     2,03      UNDEF     UNDEF     5,0       6,0       6,0       42,120    
2,54      2,83      0,057     0,203     1,5       2,41      2,871     2,01      UNDEF     UNDEF     5,0       6,0       6,0       42,040    
2,55      2,89      0,057     0,214     1,4       2,40      2,930     2,00      UNDEF     UNDEF     6,0       6,0       6,0       42,110    
2,56      2,63      0,056     0,201     1,4       2,43      2,667     2,05      UNDEF     UNDEF     5,0       6,0       6,0       41,610    
2,57      2,04      0,056     0,187     1,4       2,46      2,082     2,21      UNDEF     UNDEF     5,0       6,0       6,0       40,280    
2,58      1,90      0,056     0,183     1,5       2,51      1,934     2,26      UNDEF     UNDEF     5,0       6,0       6,0       39,850    
2,59      1,79      0,056     0,182     1,4       2,54      1,829     2,29      UNDEF     UNDEF     5,0       6,0       6,0       39,520    
2,60      1,76      0,056     0,182     1,4       2,54      1,799     2,30      UNDEF     UNDEF     5,0       6,0       6,0       39,400    
2,61      1,75      0,053     0,182     1,4       2,43      1,785     2,29      UNDEF     UNDEF     5,0       6,0       6,0       39,330    
2,62      1,75      0,051     0,182     1,5       2,30      1,783     2,28      UNDEF     UNDEF     5,0       6,0       6,0       39,300    
2,63      1,75      0,051     0,182     1,4       2,21      1,783     2,28      UNDEF     UNDEF     5,0       6,0       6,0       39,280    
2,64      1,75      0,050     0,183     1,4       2,13      1,784     2,28      UNDEF     UNDEF     5,0       6,0       6,0       39,250    
2,65      1,75      0,050     0,183     1,4       2,09      1,784     2,28      UNDEF     UNDEF     5,0       6,0       6,0       39,230    
2,66      1,77      0,051     0,185     1,4       2,07      1,810     2,28      UNDEF     UNDEF     5,0       6,0       6,0       39,290    
2,67      1,84      0,051     0,187     1,4       2,05      1,880     2,26      UNDEF     UNDEF     5,0       6,0       6,0       39,470    
2,68      2,10      0,056     0,195     1,3       2,19      2,134     2,21      UNDEF     UNDEF     5,0       6,0       6,0       40,140    
2,69      2,55      0,058     0,208     1,4       2,24      2,595     2,10      UNDEF     UNDEF     5,0       6,0       6,0       41,160    
2,70      3,05      0,061     0,222     1,4       2,29      3,095     2,00      UNDEF     UNDEF     5,0       6,0       6,0       42,050    
2,71      3,51      0,061     0,238     1,3       2,29      3,560     1,92      UNDEF     UNDEF     6,0       6,0       6,0       42,740    
2,72      4,11      0,061     0,257     1,4       2,27      4,162     1,83      UNDEF     UNDEF     6,0       6,0       6,0       43,490    
2,73      4,11      0,062     0,255     1,5       2,25      4,161     1,83      UNDEF     UNDEF     6,0       6,0       6,0       43,460    
2,74      3,86      0,062     0,246     1,4       2,23      3,907     1,87      UNDEF     UNDEF     6,0       6,0       6,0       43,140    
2,75      3,49      0,062     0,236     1,4       2,21      3,532     1,93      UNDEF     UNDEF     6,0       6,0       6,0       42,620    
2,76      3,04      0,061     0,223     1,4       2,18      3,087     2,02      UNDEF     UNDEF     5,0       6,0       6,0       41,910    
2,77      2,95      0,061     0,220     1,4       2,16      2,993     2,04      UNDEF     UNDEF     5,0       6,0       6,0       41,730    
2,78      2,60      0,061     0,210     1,4       2,15      2,638     2,12      UNDEF     UNDEF     5,0       6,0       6,0       41,050    
2,79      2,46      0,061     0,207     1,4       2,14      2,505     2,15      UNDEF     UNDEF     5,0       6,0       6,0       40,760    
2,80      2,39      0,060     0,205     1,4       2,14      2,435     2,16      UNDEF     UNDEF     5,0       6,0       6,0       40,580    
2,81      2,34      0,058     0,203     1,4       2,12      2,376     2,17      UNDEF     UNDEF     5,0       6,0       6,0       40,430    
2,82      2,30      0,054     0,202     1,4       2,03      2,345     2,15      UNDEF     UNDEF     5,0       6,0       6,0       40,340    
2,83      2,26      0,053     0,202     1,5       2,07      2,298     2,16      UNDEF     UNDEF     5,0       6,0       6,0       40,210    
2,84      2,26      0,053     0,202     1,5       2,11      2,299     2,16      UNDEF     UNDEF     5,0       6,0       6,0       40,190    
2,85      2,26      0,052     0,202     1,4       2,11      2,299     2,16      UNDEF     UNDEF     5,0       6,0       6,0       40,170    
2,86      2,26      0,049     0,202     1,5       2,01      2,300     2,14      UNDEF     UNDEF     5,0       6,0       6,0       40,150    
2,87      2,26      0,048     0,202     1,5       1,99      2,301     2,14      UNDEF     UNDEF     5,0       6,0       6,0       40,130    
2,88      2,27      0,048     0,202     1,4       1,99      2,309     2,14      UNDEF     UNDEF     5,0       6,0       6,0       40,120    
2,89      2,29      0,047     0,202     1,5       1,92      2,326     2,12      UNDEF     UNDEF     5,0       6,0       6,0       40,140    
2,90      2,37      0,045     0,205     1,5       1,85      2,408     2,09      UNDEF     UNDEF     5,0       6,0       6,0       40,300    
2,91      2,47      0,044     0,209     1,5       1,81      2,510     2,06      UNDEF     UNDEF     5,0       6,0       6,0       40,500    
2,92      2,65      0,043     0,218     1,5       1,78      2,694     2,01      UNDEF     UNDEF     6,0       6,0       6,0       40,850    
2,93      2,66      0,043     0,220     1,5       1,80      2,706     2,01      UNDEF     UNDEF     6,0       6,0       6,0       40,850    
2,94      2,65      0,040     0,221     1,5       1,67      2,698     1,99      UNDEF     UNDEF     6,0       6,0       6,0       40,810    
2,95      2,66      0,038     0,222     1,5       1,60      2,706     1,97      UNDEF     UNDEF     6,0       6,0       6,0       40,810    
2,96      2,61      0,038     0,221     1,5       1,60      2,656     1,99      UNDEF     UNDEF     6,0       6,0       6,0       40,680    
2,97      2,55      0,038     0,219     1,5       1,60      2,597     2,00      UNDEF     UNDEF     6,0       6,0       6,0       40,540    
2,98      2,48      0,038     0,216     1,5       1,61      2,527     2,02      UNDEF     UNDEF     6,0       6,0       6,0       40,370    
2,99      2,39      0,038     0,214     1,5       1,62      2,437     2,04      UNDEF     UNDEF     5,0       6,0       6,0       40,150    
3,00      2,28      0,038     0,210     1,4       1,63      2,319     2,07      UNDEF     UNDEF     5,0       6,0       6,0       39,860    
3,01      2,23      0,038     0,209     1,4       1,65      2,277     2,09      UNDEF     UNDEF     5,0       6,0       6,0       39,740    
3,02      2,18      0,038     0,207     1,4       1,67      2,218     2,11      UNDEF     UNDEF     5,0       6,0       6,0       39,570    
3,03      2,11      0,038     0,205     1,4       1,69      2,151     2,13      UNDEF     UNDEF     5,0       6,0       6,0       39,380    
3,04      2,04      0,040     0,204     1,4       1,81      2,078     2,17      UNDEF     UNDEF     5,0       6,0       6,0       39,160    
3,05      2,03      0,042     0,204     1,4       1,90      2,075     2,18      UNDEF     UNDEF     5,0       6,0       6,0       39,130    
3,06      2,03      0,044     0,204     1,4       2,02      2,074     2,20      UNDEF     UNDEF     5,0       6,0       6,0       39,110    
3,07      2,03      0,044     0,204     1,5       2,04      2,074     2,20      UNDEF     UNDEF     5,0       6,0       6,0       39,090    
3,08      2,03      0,044     0,204     1,5       2,05      2,075     2,20      UNDEF     UNDEF     5,0       6,0       6,0       39,070    
3,09      2,04      0,045     0,204     1,5       2,06      2,076     2,21      UNDEF     UNDEF     5,0       6,0       6,0       39,050    
3,10      2,06      0,045     0,206     1,5       2,06      2,097     2,20      UNDEF     UNDEF     5,0       6,0       6,0       39,090    
3,11      2,10      0,046     0,208     1,5       2,09      2,141     2,20      UNDEF     UNDEF     5,0       6,0       6,0       39,180    
3,12      2,15      0,046     0,210     1,5       2,08      2,188     2,19      UNDEF     UNDEF     5,0       6,0       6,0       39,280    
3,13      2,19      0,051     0,212     1,5       2,28      2,231     2,21      UNDEF     UNDEF     5,0       6,0       6,0       39,370    
3,14      2,25      0,055     0,215     1,5       2,42      2,297     2,21      UNDEF     UNDEF     5,0       6,0       6,0       39,520    
